job_id,job_title,skills_required,job_location,education_required,work_experience_required,job_type,work_type,soft_skills_required,companyHR_id
3817,IT Consultant,"TOGAF, strategy, analysis, analysis, ITIL",Abbottabad,Bachelors,2,Contract,Remote,"Problem Solving, Teamwork, Adaptability, Communication",349
3818,Cybersecurity Analyst,"malware analysis, risk assessment, cryptography, cryptography, cryptography",Sialkot,Masters,2,Contract,Remote,"Adaptability, Problem Solving",188
3819,IT Project Manager,"PMP, scrum, MS Project, PMP",Bahawalpur,Bachelors,2,Part-time,Remote,"Teamwork, Communication, Adaptability",358
3820,Computer Vision Engineer,"computer vision, computer vision, image processing, image processing, CNN",Rawalpindi,PhD,9,Part-time,Remote,Adaptability,481
3821,Mobile App Developer,"Android, Kotlin, app, Android, mobile, flutter",Karachi,Bachelors,4,Contract,Remote,"Teamwork, Problem Solving, Communication",492
3822,Ethical Hacker,"web application security, metasploit, vulnerability assessment",Karachi,Intermediate,0,Full-time,Onsite,"Teamwork, Adaptability",429
3823,Web Developer,"frontend, MERN, PHP",Bahawalpur,Bachelors,3,Part-time,Onsite,"Teamwork, Adaptability, Communication",9
3824,Computer Vision Engineer,"object detection, object detection, object detection",Sialkot,Masters,4,Full-time,Onsite,"Communication, Teamwork, Adaptability, Problem Solving",170
3825,Machine Learning Engineer,"generative AI, neural network, artificial intelligence, machine learning",Gujranwala,Masters,8,Contract,Onsite,"Communication, Problem Solving, Teamwork",96
3826,Software Engineer,"coding, programming, algorithm, data structure",Hyderabad,Intermediate,2,Contract,Remote,"Adaptability, Problem Solving, Teamwork",69
3827,Frontend Developer,"JavaScript, backend, HTML, .net",Sialkot,PhD,1,Internship,Onsite,"Communication, Adaptability, Problem Solving, Teamwork",256
3828,Big Data Engineer,"MapReduce, MapReduce, Spark, Hadoop",Rawalpindi,PhD,16,Full-time,Onsite,Teamwork,327
3829,DevOps Engineer,"Ansible, Docker, automation",Hyderabad,Bachelors,1,Full-time,Remote,"Communication, Problem Solving, Teamwork",21
3830,Ethical Hacker,"web application security, wireless security, penetration testing, network security, social engineering, exploit development",Multan,Intermediate,2,Full-time,Remote,"Adaptability, Problem Solving, Communication",166
3831,System Administrator,"administration, networking, system, security",Gujranwala,Intermediate,1,Part-time,Remote,"Communication, Teamwork, Adaptability",450
3832,Network Administrator,"DHCP, network monitoring, wireless networking, wireless networking",Bahawalpur,Intermediate,0,Part-time,Remote,Communication,69
3833,Network Administrator,"firewall configuration, network security protocols, network configuration, DNS, DNS, wireless networking",Bahawalpur,Intermediate,2,Part-time,Onsite,"Teamwork, Problem Solving, Adaptability, Communication",361
3834,Network Administrator,"network configuration, switching, firewall configuration",Rawalpindi,PhD,10,Part-time,Remote,Adaptability,115
3835,IT Consultant,"ITIL, analysis, consulting, analysis, analysis",Multan,Bachelors,2,Full-time,Remote,"Teamwork, Communication",326
3836,AI Engineer,"computer vision, generative AI, generative AI, deep learning, computer vision",Hyderabad,Bachelors,4,Full-time,Remote,"Communication, Adaptability, Teamwork",426
3837,IT Consultant,"consulting, strategy, analysis, strategy, TOGAF",Hyderabad,PhD,13,Full-time,Remote,"Adaptability, Problem Solving",111
3838,Backend Developer,"CSS, MERN, JavaScript",Islamabad,Masters,9,Part-time,Remote,"Teamwork, Communication, Problem Solving, Adaptability",239
3839,Big Data Engineer,"Hive, MapReduce, big data, big data, Hadoop, Hive",Karachi,Intermediate,1,Contract,Remote,"Problem Solving, Teamwork, Communication, Adaptability",444
3840,AI Engineer,"neural network, artificial intelligence, NLP",Karachi,PhD,11,Part-time,Remote,"Problem Solving, Adaptability",330
3841,Quality Assurance Engineer,"pytest, pytest, Appium, pytest",Bahawalpur,Masters,2,Part-time,Remote,"Problem Solving, Teamwork",467
3842,IT Consultant,"analysis, ITIL, ITIL, business, strategy",Abbottabad,Intermediate,2,Full-time,Remote,Teamwork,177
3843,System Administrator,"system, administration, Linux",Sialkot,Masters,4,Contract,Onsite,"Adaptability, Problem Solving, Teamwork",222
3844,Machine Learning Engineer,"machine learning, neural network, generative AI, machine learning, neural network, artificial intelligence",Faisalabad,PhD,2,Part-time,Remote,"Problem Solving, Communication",163
3845,Security Architect,"security protocols, encryption standards, security compliance, network security design, security compliance",Islamabad,Bachelors,4,Contract,Onsite,"Adaptability, Communication",189
3846,Ethical Hacker,"vulnerability assessment, metasploit, penetration testing, wireless security, exploit development, exploit development",Sukkur,Masters,0,Part-time,Remote,"Communication, Adaptability",137
3847,Web Developer,".net, .net, MERN, CSS",Islamabad,Intermediate,1,Internship,Onsite,"Communication, Problem Solving",23
3848,Mobile App Developer,"Kotlin, mobile, mobile, Kotlin, iOS",Gujranwala,PhD,5,Full-time,Remote,"Teamwork, Adaptability",282
3849,Network Administrator,"network security protocols, switching, network configuration, routing, network troubleshooting, network security protocols",Karachi,Masters,8,Full-time,Onsite,"Adaptability, Communication, Problem Solving, Teamwork",331
3850,Machine Learning Engineer,"machine learning, neural network, artificial intelligence, generative AI, neural network",Multan,Bachelors,4,Contract,Onsite,"Communication, Adaptability",426
3851,DevOps Engineer,"linuxCI/CD, Ansible, Kubernetes, linuxCI/CD",Bahawalpur,Masters,10,Contract,Remote,"Communication, Adaptability, Teamwork",329
3852,Cybersecurity Analyst,"IDPS, SIEM, risk assessment, SIEM, threat intelligence, IDPS",Islamabad,PhD,5,Full-time,Remote,Communication,5
3853,Quality Assurance Engineer,"Postman, testing, automation, Appium, pytest",Nawabshah,Intermediate,1,Contract,Remote,"Adaptability, Teamwork, Problem Solving",51
3854,Ethical Hacker,"metasploit, metasploit, threat modeling, metasploit",Bahawalpur,Bachelors,1,Internship,Remote,"Communication, Teamwork",492
3855,Database Administrator,"Oracle, database, PostgreSQL, SQL, MySQL, Oracle",Peshawar,Bachelors,1,Part-time,Onsite,"Adaptability, Problem Solving",302
3856,IT Project Manager,"PMP, agile, scrum",Peshawar,Bachelors,2,Full-time,Remote,Adaptability,500
3857,Web Developer,"frontend, CSS, JavaScript",Bahawalpur,PhD,1,Contract,Remote,"Adaptability, Teamwork, Problem Solving",31
3858,Cloud Engineer,"Azure, VPC, Azure, AWS, Azure",Multan,Bachelors,0,Contract,Remote,"Communication, Adaptability",283
3859,Business Analyst,"business, process improvement, analysis, business, business",Islamabad,PhD,16,Part-time,Remote,"Problem Solving, Adaptability, Teamwork",34
3860,Security Architect,"security architecture, identity and access management, security compliance, security risk assessment",Rawalpindi,PhD,20,Full-time,Remote,"Problem Solving, Adaptability",478
3861,Cybersecurity Analyst,"malware analysis, penetration testing, cryptography, SIEM",Sialkot,Masters,6,Full-time,Remote,"Communication, Problem Solving",283
3862,Game Developer,"3D modeling, 3D modeling, Unity, Unreal Engine",Rawalpindi,Masters,2,Full-time,Onsite,"Communication, Adaptability, Teamwork, Problem Solving",56
3863,IT Support Specialist,"customer service, support, customer service, ticketing, customer service, IT",Nawabshah,Bachelors,3,Contract,Onsite,"Communication, Adaptability",33
3864,Business Analyst,"stakeholder management, process improvement, process improvement, analysis",Gujranwala,Intermediate,0,Internship,Onsite,"Adaptability, Communication, Teamwork, Problem Solving",106
3865,System Administrator,"security, Linux, administration, Linux, system",Quetta,Bachelors,1,Full-time,Onsite,"Communication, Teamwork, Adaptability",68
3866,Web Developer,"CSS, frontend, MERN, PHP, .net, PHP",Sialkot,Masters,7,Full-time,Remote,"Adaptability, Teamwork, Problem Solving, Communication",479
3867,IT Support Specialist,"helpdesk, IT, IT, ticketing, ticketing",Sialkot,PhD,12,Full-time,Remote,"Problem Solving, Communication, Adaptability, Teamwork",400
3868,IT Project Manager,"agile, MS Project, scrum",Gujranwala,Masters,0,Internship,Remote,Adaptability,131
3869,Backend Developer,"PHP, MERN, frontend",Faisalabad,Bachelors,3,Part-time,Onsite,"Teamwork, Adaptability",155
3870,Blockchain Developer,"blockchain, blockchain, smart contract",Abbottabad,PhD,18,Full-time,Onsite,"Communication, Problem Solving",49
3871,Mobile App Developer,"flutter, flutter, Kotlin, mobile, Kotlin, Swift",Nawabshah,Masters,10,Contract,Onsite,"Teamwork, Problem Solving",48
3872,AI Engineer,"machine learning, neural network, NLP, NLP, computer vision",Lahore,Bachelors,2,Full-time,Remote,Problem Solving,459
3873,Blockchain Developer,"smart contract, solidity, smart contract, hyperledger",Islamabad,PhD,9,Contract,Remote,"Communication, Teamwork",409
3874,Web Developer,"JavaScript, frontend, JavaScript, backend, .net, CSS",Rawalpindi,Intermediate,1,Full-time,Onsite,"Problem Solving, Communication, Teamwork, Adaptability",173
3875,Quality Assurance Engineer,"testing, automation, Appium, pytest, Selenium",Nawabshah,Intermediate,1,Internship,Remote,Communication,320
3876,Blockchain Developer,"solidity, hyperledger, hyperledger",Islamabad,Intermediate,1,Part-time,Remote,Communication,210
3877,UI/UX Designer,"UI, design, Adobe XD, Adobe XD, design",Gujranwala,PhD,5,Contract,Onsite,"Teamwork, Problem Solving, Communication, Adaptability",201
3878,IT Project Manager,"MS Project, PMP, agile, agile, agile, MS Project",Abbottabad,Intermediate,0,Full-time,Onsite,"Problem Solving, Adaptability, Teamwork, Communication",147
3879,UI/UX Designer,"UI, Sketch, Figma, UI",Quetta,Bachelors,1,Full-time,Onsite,Teamwork,412
3880,Mobile App Developer,"mobile, app, app, iOS, mobile",Abbottabad,Masters,9,Part-time,Remote,Adaptability,39
3881,Frontend Developer,"HTML, MERN, CSS, PHP, CSS",Peshawar,Intermediate,0,Part-time,Remote,"Teamwork, Problem Solving, Adaptability, Communication",480
3882,Backend Developer,"backend, frontend, backend, backend, frontend, backend",Quetta,Masters,4,Contract,Onsite,"Adaptability, Problem Solving, Teamwork, Communication",92
3883,Computer Vision Engineer,"OpenCV, object detection, image processing, object detection, computer vision",Rawalpindi,Masters,1,Full-time,Onsite,"Teamwork, Communication",205
3884,Network Administrator,"VPN, wireless networking, DHCP",Nawabshah,Intermediate,0,Part-time,Onsite,"Communication, Adaptability, Problem Solving",392
3885,Cybersecurity Analyst,"malware analysis, malware analysis, risk assessment, vulnerability assessment, SIEM, malware analysis",Sialkot,Masters,2,Full-time,Remote,"Problem Solving, Teamwork, Communication",56
3886,Ethical Hacker,"social engineering, exploit development, threat modeling, exploit development, web application security",Islamabad,Bachelors,5,Full-time,Onsite,"Problem Solving, Adaptability, Teamwork, Communication",300
3887,Machine Learning Engineer,"machine learning, artificial intelligence, NLP, machine learning",Karachi,Masters,6,Full-time,Onsite,"Teamwork, Problem Solving",347
3888,Backend Developer,"backend, HTML, backend",Multan,PhD,8,Contract,Remote,Teamwork,174
3889,Backend Developer,"CSS, .net, PHP, backend, PHP",Faisalabad,Intermediate,2,Contract,Remote,"Communication, Teamwork, Adaptability",188
3890,IT Support Specialist,"IT, customer service, support, IT, ticketing",Islamabad,PhD,13,Full-time,Remote,Teamwork,480
3891,Big Data Engineer,"Scala, MapReduce, Spark",Karachi,Masters,1,Contract,Remote,"Communication, Problem Solving, Teamwork",212
3892,IT Project Manager,"scrum, PMP, agile, scrum, agile, PMP",Karachi,Masters,9,Full-time,Remote,Teamwork,139
3893,AI Engineer,"computer vision, artificial intelligence, neural network, generative AI, generative AI, neural network",Hyderabad,Masters,0,Full-time,Onsite,Teamwork,30
3894,Quality Assurance Engineer,"Postman, QA, testing, J metre",Quetta,Intermediate,1,Contract,Onsite,"Communication, Teamwork, Adaptability",486
3895,AI Engineer,"neural network, artificial intelligence, artificial intelligence",Rawalpindi,Bachelors,4,Part-time,Onsite,"Teamwork, Communication",372
3896,Software Engineer,"software, programming, programming, coding, algorithm",Rawalpindi,Masters,9,Full-time,Remote,"Teamwork, Communication",362
3897,UI/UX Designer,"Adobe XD, UX, Adobe XD, UI, Sketch",Lahore,Bachelors,5,Contract,Remote,Teamwork,234
3898,Ethical Hacker,"exploit development, network security, metasploit, exploit development, exploit development",Karachi,Bachelors,3,Part-time,Onsite,"Teamwork, Adaptability, Communication, Problem Solving",423
3899,IT Support Specialist,"support, ticketing, ticketing, ticketing, ticketing, ticketing",Bahawalpur,PhD,7,Contract,Onsite,"Communication, Teamwork",204
3900,Data Scientist,"statistics, analytics, python, statistics, machine learning, data",Lahore,Masters,1,Full-time,Onsite,"Problem Solving, Communication, Adaptability, Teamwork",478
3901,AI Engineer,"generative AI, NLP, machine learning, machine learning",Hyderabad,Masters,8,Contract,Onsite,"Communication, Problem Solving",126
3902,Business Analyst,"business, business, process improvement, analysis",Islamabad,Masters,10,Full-time,Remote,"Problem Solving, Adaptability",231
3903,System Administrator,"system, security, networking, administration",Hyderabad,Masters,0,Contract,Onsite,"Problem Solving, Teamwork, Communication, Adaptability",63
3904,Big Data Engineer,"MapReduce, big data, MapReduce",Faisalabad,PhD,2,Part-time,Remote,"Teamwork, Adaptability, Problem Solving, Communication",116
3905,Web Developer,"MERN, frontend, frontend, CSS, CSS",Quetta,PhD,18,Full-time,Remote,"Communication, Adaptability, Teamwork",281
3906,Database Administrator,"NoSQL, PostgreSQL, MySQL, database",Hyderabad,Bachelors,3,Contract,Remote,"Adaptability, Problem Solving, Communication, Teamwork",93
3907,DevOps Engineer,"Kubernetes, Kubernetes, linuxCI/CD, linuxCI/CD, Docker",Quetta,Intermediate,0,Full-time,Onsite,"Problem Solving, Communication, Teamwork",73
3908,Network Administrator,"network monitoring, network troubleshooting, network configuration, network security protocols",Faisalabad,Bachelors,4,Part-time,Onsite,"Problem Solving, Communication",61
3909,Security Architect,"security compliance, secure coding practices, identity and access management, security compliance",Bahawalpur,Bachelors,3,Part-time,Remote,"Adaptability, Teamwork",382
3910,Quality Assurance Engineer,"JUnit, Selenium, Selenium, JUnit, pytest",Bahawalpur,Masters,0,Contract,Remote,"Communication, Adaptability, Teamwork",151
3911,Security Architect,"security risk assessment, security architecture, threat modeling, threat modeling, network security design, security risk assessment",Peshawar,Bachelors,1,Part-time,Onsite,"Communication, Adaptability, Problem Solving, Teamwork",326
3912,Game Developer,"3D modeling, development, C#, game, game",Peshawar,Masters,0,Part-time,Onsite,"Adaptability, Communication, Problem Solving, Teamwork",363
3913,DevOps Engineer,"Docker, Docker, Kubernetes, Docker",Abbottabad,Masters,6,Part-time,Onsite,Communication,328
3914,Security Architect,"secure coding practices, security governance, security risk assessment, threat modeling",Quetta,PhD,16,Contract,Remote,"Adaptability, Teamwork",240
3915,Software Engineer,"data structure, coding, C#, data structure, algorithm",Multan,Masters,10,Full-time,Remote,"Adaptability, Communication, Teamwork",56
3916,Backend Developer,"frontend, JavaScript, frontend",Faisalabad,Intermediate,0,Internship,Remote,"Communication, Problem Solving",224
3917,Big Data Engineer,"MapReduce, Hive, Hadoop, Hive, Spark",Sialkot,Masters,7,Part-time,Onsite,Adaptability,219
3918,Backend Developer,"CSS, HTML, frontend, frontend, frontend",Islamabad,PhD,19,Full-time,Onsite,Adaptability,179
3919,Data Scientist,"R, data, python",Hyderabad,Masters,6,Part-time,Onsite,"Teamwork, Problem Solving, Adaptability",42
3920,AI Engineer,"NLP, artificial intelligence, neural network",Islamabad,Masters,4,Full-time,Onsite,Adaptability,286
3921,DevOps Engineer,"automation, automation, linuxCI/CD, Ansible, Ansible",Islamabad,Bachelors,0,Full-time,Remote,Teamwork,376
3922,Business Analyst,"analysis, stakeholder management, business",Multan,PhD,16,Contract,Remote,"Problem Solving, Communication",425
3923,Cybersecurity Analyst,"risk assessment, penetration testing, incident response, cryptography, penetration testing, SIEM",Quetta,Intermediate,2,Full-time,Remote,"Communication, Teamwork, Problem Solving, Adaptability",233
3924,Machine Learning Engineer,"machine learning, neural network, generative AI, neural network",Lahore,Intermediate,2,Part-time,Onsite,"Problem Solving, Communication, Adaptability, Teamwork",198
3925,Data Scientist,"data, data, data",Peshawar,PhD,5,Part-time,Onsite,"Teamwork, Communication",103
3926,Network Administrator,"wireless networking, network security protocols, network configuration",Bahawalpur,PhD,11,Part-time,Onsite,"Adaptability, Communication, Teamwork",259
3927,Backend Developer,"JavaScript, .net, HTML, backend, backend",Multan,Masters,6,Full-time,Remote,"Problem Solving, Teamwork",475
3928,Network Administrator,"firewall configuration, routing, network configuration",Sialkot,PhD,3,Contract,Onsite,"Teamwork, Communication, Adaptability",345
3929,Data Scientist,"machine learning, machine learning, machine learning",Rawalpindi,Intermediate,1,Internship,Onsite,"Problem Solving, Adaptability",382
3930,Security Operations Center (SOC) Analyst,"security tool management, security tool management, security incident handling, security procedures, security incident handling, security policies",Multan,Bachelors,5,Contract,Onsite,"Communication, Problem Solving, Teamwork, Adaptability",226
3931,Backend Developer,"frontend, MERN, CSS",Karachi,Bachelors,1,Full-time,Onsite,"Teamwork, Communication",386
3932,IT Consultant,"ITIL, consulting, TOGAF, ITIL",Peshawar,Bachelors,0,Contract,Remote,Adaptability,85
3933,Network Administrator,"wireless networking, DHCP, switching",Karachi,Masters,5,Full-time,Remote,"Adaptability, Teamwork, Problem Solving",393
3934,Cloud Engineer,"serverless, IaC, Azure",Sukkur,Masters,7,Part-time,Remote,"Adaptability, Teamwork, Communication",268
3935,Ethical Hacker,"threat modeling, penetration testing, wireless security, metasploit, vulnerability assessment, social engineering",Rawalpindi,PhD,2,Full-time,Onsite,"Adaptability, Teamwork, Communication, Problem Solving",224
3936,IT Consultant,"analysis, strategy, ITIL",Multan,Bachelors,4,Full-time,Onsite,"Communication, Problem Solving, Adaptability, Teamwork",289
3937,Security Architect,"security risk assessment, threat modeling, security protocols, security risk assessment",Peshawar,PhD,3,Full-time,Onsite,"Problem Solving, Teamwork, Adaptability",282
3938,IT Support Specialist,"customer service, ticketing, ticketing, ticketing",Multan,Bachelors,0,Part-time,Remote,"Problem Solving, Teamwork",233
3939,Machine Learning Engineer,"generative AI, generative AI, NLP, computer vision",Karachi,Masters,1,Part-time,Onsite,"Problem Solving, Adaptability, Teamwork, Communication",10
3940,IT Project Manager,"MS Project, agile, MS Project, agile, PMP, agile",Peshawar,Intermediate,1,Full-time,Remote,"Communication, Adaptability",414
3941,Big Data Engineer,"Hive, Hive, Scala, MapReduce, Hadoop, big data",Peshawar,Masters,8,Part-time,Onsite,"Adaptability, Problem Solving, Teamwork, Communication",138
3942,Database Administrator,"NoSQL, Oracle, MySQL",Peshawar,PhD,7,Contract,Onsite,Communication,15
3943,Frontend Developer,"HTML, CSS, PHP, HTML",Lahore,PhD,14,Contract,Onsite,"Teamwork, Adaptability, Communication, Problem Solving",433
3944,Database Administrator,"SQL, NoSQL, database, SQL, PostgreSQL",Nawabshah,PhD,4,Full-time,Remote,"Adaptability, Problem Solving, Teamwork",430
3945,Cybersecurity Analyst,"SIEM, threat intelligence, incident response, penetration testing",Rawalpindi,Intermediate,1,Part-time,Onsite,"Adaptability, Problem Solving",298
3946,IT Consultant,"TOGAF, TOGAF, consulting, analysis, analysis, consulting",Islamabad,Intermediate,0,Contract,Remote,Communication,214
3947,Mobile App Developer,"iOS, Android, Swift, Kotlin, iOS, Kotlin",Quetta,Bachelors,0,Contract,Remote,"Adaptability, Problem Solving",161
3948,Cloud Engineer,"Google Cloud, serverless, EC2, AWS, IaC, IaC",Rawalpindi,Intermediate,2,Full-time,Onsite,"Adaptability, Problem Solving, Communication",7
3949,IT Project Manager,"scrum, PMP, agile, PMP",Sukkur,PhD,18,Full-time,Onsite,"Adaptability, Communication, Problem Solving, Teamwork",293
3950,DevOps Engineer,"Kubernetes, DevOps, automation",Faisalabad,PhD,10,Part-time,Remote,"Problem Solving, Communication, Adaptability",115
3951,Web Developer,"frontend, backend, JavaScript, HTML",Sukkur,Masters,9,Part-time,Remote,"Adaptability, Communication",249
3952,System Administrator,"Linux, administration, security, Linux, administration",Rawalpindi,Bachelors,1,Contract,Remote,"Adaptability, Problem Solving, Teamwork, Communication",364
3953,Ethical Hacker,"exploit development, web application security, penetration testing, social engineering, wireless security, exploit development",Bahawalpur,Intermediate,0,Internship,Remote,"Communication, Teamwork, Adaptability, Problem Solving",147
3954,Quality Assurance Engineer,"pytest, JUnit, pytest, JUnit, Appium",Nawabshah,Bachelors,0,Part-time,Onsite,"Communication, Adaptability, Problem Solving, Teamwork",318
3955,Computer Vision Engineer,"OpenCV, computer vision, computer vision",Quetta,Bachelors,3,Contract,Onsite,Teamwork,145
3956,IT Support Specialist,"IT, IT, helpdesk, ticketing",Bahawalpur,PhD,11,Part-time,Remote,"Adaptability, Problem Solving",128
3957,Security Architect,"secure coding practices, security governance, security architecture, network security design, secure coding practices, security architecture",Lahore,Intermediate,0,Internship,Onsite,"Teamwork, Communication, Problem Solving, Adaptability",418
3958,Game Developer,"C#, Unity, C++, Unity",Karachi,Masters,0,Contract,Onsite,"Teamwork, Problem Solving, Adaptability, Communication",27
3959,IT Project Manager,"scrum, agile, scrum, PMP",Peshawar,Bachelors,5,Part-time,Remote,"Communication, Adaptability, Problem Solving, Teamwork",159
3960,DevOps Engineer,"automation, Ansible, DevOps",Sukkur,PhD,19,Contract,Onsite,"Problem Solving, Communication",159
3961,UI/UX Designer,"Adobe XD, UI, UI, Sketch",Sialkot,Bachelors,5,Part-time,Onsite,"Communication, Adaptability",351
3962,Network Administrator,"network security protocols, network security protocols, DNS, DNS",Islamabad,Intermediate,1,Full-time,Onsite,"Adaptability, Teamwork, Communication, Problem Solving",30
3963,Blockchain Developer,"blockchain, smart contract, ethereum, hyperledger, hyperledger",Nawabshah,Bachelors,3,Part-time,Onsite,"Communication, Adaptability",75
3964,System Administrator,"networking, system, networking, Linux, security",Quetta,Bachelors,0,Contract,Remote,"Adaptability, Teamwork, Communication",288
3965,Ethical Hacker,"web application security, penetration testing, network security, exploit development, network security",Rawalpindi,Masters,9,Contract,Onsite,"Teamwork, Adaptability",486
3966,Security Operations Center (SOC) Analyst,"security policies, security tool management, SOC, log analysis, security tool management",Sialkot,PhD,8,Part-time,Remote,"Communication, Teamwork",345
3967,AI Engineer,"machine learning, machine learning, artificial intelligence, neural network, NLP, artificial intelligence",Lahore,Masters,2,Contract,Remote,"Communication, Problem Solving, Teamwork",76
3968,Database Administrator,"Oracle, SQL, database, Oracle, database, NoSQL",Hyderabad,Intermediate,2,Part-time,Remote,"Problem Solving, Communication",9
3969,UI/UX Designer,"UX, Sketch, Sketch, design",Karachi,Intermediate,0,Full-time,Onsite,"Communication, Teamwork, Problem Solving",88
3970,Ethical Hacker,"penetration testing, wireless security, threat modeling, vulnerability assessment",Nawabshah,Masters,2,Part-time,Remote,"Teamwork, Communication, Problem Solving, Adaptability",495
3971,Ethical Hacker,"exploit development, network security, wireless security, vulnerability assessment, metasploit",Sialkot,PhD,9,Contract,Onsite,Adaptability,41
3972,Software Engineer,"data structure, C#, programming, programming",Rawalpindi,PhD,12,Contract,Remote,"Teamwork, Adaptability",150
3973,IT Consultant,"strategy, analysis, analysis, strategy, TOGAF, strategy",Bahawalpur,Masters,6,Full-time,Onsite,"Teamwork, Communication, Problem Solving, Adaptability",234
3974,Business Analyst,"requirements gathering, process improvement, requirements gathering, business, process improvement",Lahore,Bachelors,4,Contract,Remote,"Adaptability, Communication, Problem Solving",286
3975,Big Data Engineer,"Hive, Hive, Hive, MapReduce, Scala",Rawalpindi,Masters,6,Full-time,Onsite,"Problem Solving, Communication",233
3976,Database Administrator,"Oracle, SQL, Oracle, database, NoSQL, NoSQL",Karachi,PhD,19,Full-time,Onsite,"Communication, Problem Solving, Teamwork",392
3977,Data Scientist,"statistics, machine learning, statistics, statistics",Lahore,Masters,9,Full-time,Onsite,"Teamwork, Adaptability, Communication",405
3978,Frontend Developer,".net, .net, PHP, backend, MERN, HTML",Rawalpindi,Masters,7,Part-time,Remote,"Adaptability, Teamwork, Problem Solving",354
3979,Data Scientist,"R, R, statistics, python, analytics, statistics",Sukkur,Masters,0,Full-time,Onsite,"Adaptability, Teamwork, Communication",347
3980,Big Data Engineer,"Hive, MapReduce, Spark, big data, MapReduce",Hyderabad,Intermediate,0,Internship,Onsite,Communication,157
3981,Data Scientist,"R, analytics, analytics, R",Sialkot,Masters,9,Contract,Remote,"Adaptability, Teamwork, Communication",334
3982,Cybersecurity Analyst,"penetration testing, malware analysis, malware analysis, malware analysis, SIEM",Rawalpindi,Masters,3,Full-time,Onsite,"Teamwork, Adaptability, Communication",492
3983,Business Analyst,"stakeholder management, requirements gathering, analysis, analysis, requirements gathering, business",Abbottabad,Masters,0,Contract,Onsite,"Communication, Teamwork",1
3984,Machine Learning Engineer,"machine learning, machine learning, deep learning, neural network, NLP",Multan,Intermediate,0,Full-time,Remote,"Problem Solving, Adaptability, Teamwork, Communication",397
3985,Business Analyst,"process improvement, requirements gathering, analysis",Sialkot,PhD,17,Part-time,Onsite,"Teamwork, Communication",248
3986,Blockchain Developer,"blockchain, blockchain, ethereum, ethereum, hyperledger",Karachi,PhD,10,Contract,Remote,Adaptability,264
3987,Big Data Engineer,"Hive, MapReduce, Scala, Hadoop, Hive",Sukkur,PhD,8,Contract,Remote,"Adaptability, Problem Solving, Teamwork, Communication",396
3988,Network Administrator,"switching, network configuration, network security protocols",Rawalpindi,Intermediate,2,Full-time,Remote,"Communication, Problem Solving",474
3989,Security Architect,"security protocols, identity and access management, security governance",Abbottabad,PhD,13,Full-time,Onsite,"Teamwork, Adaptability",285
3990,Security Operations Center (SOC) Analyst,"security monitoring, security incident handling, SOC",Abbottabad,PhD,0,Full-time,Onsite,"Communication, Adaptability, Teamwork, Problem Solving",394
3991,Security Operations Center (SOC) Analyst,"network traffic analysis, security incident handling, log analysis, security procedures, security policies, security procedures",Lahore,PhD,17,Full-time,Remote,"Communication, Problem Solving, Teamwork",324
3992,IT Consultant,"consulting, TOGAF, consulting, business",Karachi,Intermediate,1,Part-time,Remote,Problem Solving,59
3993,System Administrator,"security, system, networking, networking, administration, system",Islamabad,Bachelors,1,Contract,Onsite,"Problem Solving, Teamwork",84
3994,Quality Assurance Engineer,"automation, Selenium, J metre, testing, Postman, automation",Gujranwala,Masters,6,Part-time,Onsite,"Teamwork, Adaptability, Communication, Problem Solving",160
3995,Data Scientist,"analytics, statistics, machine learning, python",Faisalabad,Masters,3,Contract,Onsite,"Communication, Adaptability, Problem Solving",66
3996,Business Analyst,"business, business, process improvement, process improvement, process improvement, analysis",Abbottabad,Bachelors,3,Full-time,Remote,"Problem Solving, Teamwork",104
3997,Cloud Engineer,"serverless, Google Cloud, Azure, serverless",Sialkot,Masters,3,Part-time,Remote,"Communication, Teamwork, Adaptability, Problem Solving",64
3998,Database Administrator,"MySQL, PostgreSQL, NoSQL, database, SQL",Hyderabad,Intermediate,0,Internship,Onsite,"Teamwork, Communication, Adaptability",476
3999,Business Analyst,"requirements gathering, process improvement, requirements gathering, business",Hyderabad,Intermediate,1,Full-time,Remote,"Problem Solving, Teamwork, Communication, Adaptability",13
4000,Computer Vision Engineer,"object detection, CNN, OpenCV, image processing",Rawalpindi,Masters,10,Part-time,Onsite,"Communication, Problem Solving, Teamwork",489
4001,Security Architect,"security architecture, threat modeling, security risk assessment, identity and access management",Faisalabad,PhD,15,Full-time,Onsite,Adaptability,386
4002,DevOps Engineer,"Docker, automation, DevOps",Sialkot,PhD,20,Full-time,Remote,"Teamwork, Problem Solving",322
4003,Security Architect,"threat modeling, security protocols, security risk assessment, secure coding practices",Faisalabad,PhD,13,Part-time,Onsite,"Communication, Problem Solving",178
4004,AI Engineer,"deep learning, generative AI, deep learning, machine learning, computer vision, machine learning",Islamabad,Intermediate,0,Contract,Onsite,"Communication, Adaptability, Teamwork, Problem Solving",163
4005,Big Data Engineer,"big data, big data, Scala, big data, MapReduce",Karachi,Masters,1,Part-time,Remote,"Problem Solving, Adaptability, Teamwork, Communication",252
4006,IT Support Specialist,"troubleshooting, IT, customer service, IT, ticketing, IT",Nawabshah,PhD,19,Part-time,Onsite,Teamwork,187
4007,Software Engineer,"coding, software, software, algorithm, Java, Java",Nawabshah,Intermediate,0,Contract,Onsite,"Teamwork, Communication",348
